Couple_ID,T1A_Demo_Age_A,Attention_1.x_A,Attention_2.x_A,T1A_Demo_Gender_A,T1A_ROES_FB_S__1_A,T1A_ROES_FB_S__2_A,T1A_ROES_FB_S__3_A,T1A_ROES_FB_S__4_A,T1A_ROES_FB_S__5_A,T1A_ROES_FB_S__6_A,T1A_ROES_FB_S__7_A,T1A_ROES_FB_S__8_A,T1A_ROES_FB_S__9_A,T1A_ROES_FB_S__10_A,T1A_ROES_FB_S__11_A,T1A_ROES_FB_S__12_A,T1A_ROES_FB_S__13_A,T1A_ROES_FB_S__14_A,T1A_ROES_FB_S__15_A,T1A_ROES_FB_S__16_A,T1A_ROES_FB_S__17_A,T1A_ROES_FB_S__18_A,T1A_ROES_FB_S__19_A,T1A_ROES_FB_S__20_A,T1A_ROES_FB_S__21_A,T1A_ROES_FB_S__22_A,T1A_ROES_FB_S__23_A,T1A_ROES_FB_S__24_A,T1A_ROES_FB_S__25_A,T1A_ROES_FB_S__26_A,T1A_ROES_FB_S__27_A,T1A_ROES_FB_S__28_A,T1A_ROES_FB_S__29_A,T1A_ROES_FB_S__30_A,T1A_ROES_FB_S__31_A,T1A_ROES_FB_S__32_A,T1A_Demo_Age_P,Attention_1.x_P,Attention_2.x_P,T1A_Demo_Gender_P,Attention_1.y_P,Attention_2.y_P,T1B_ROES_FB_O__1_P,T1B_ROES_FB_O__2_P,T1B_ROES_FB_O__3_P,T1B_ROES_FB_O__4_P,T1B_ROES_FB_O__5_P,T1B_ROES_FB_O__6_P,T1B_ROES_FB_O__7_P,T1B_ROES_FB_O__8_P,T1B_ROES_FB_O__9_P,T1B_ROES_FB_O__10_P,T1B_ROES_FB_O__11_P,T1B_ROES_FB_O__12_P,T1B_ROES_FB_O__13_P,T1B_ROES_FB_O__14_P,T1B_ROES_FB_O__15_P,T1B_ROES_FB_O__16_P,T1B_ROES_FB_O__17_P,T1B_ROES_FB_O__18_P,T1B_ROES_FB_O__19_P,T1B_ROES_FB_O__20_P,T1B_ROES_FB_O__21_P,T1B_ROES_FB_O__22_P,T1B_ROES_FB_O__23_P,T1B_ROES_FB_O__24_P,T1B_ROES_FB_O__25_P,T1B_ROES_FB_O__26_P,T1B_ROES_FB_O__27_P,T1B_ROES_FB_O__28_P,T1B_ROES_FB_O__29_P,T1B_ROES_FB_O__30_P,T1B_ROES_FB_O__31_P,T1B_ROES_FB_O__32_P,Length,RelWB_P,RelWB_A
1938608930,29,2,1,2,4,4,2,4,4,4,6,5,1,1,1,2,6,6,6,4,6,4,6,6,5,5,5,4,2,5,4,5,6,5,2,3,35,2,1,1,1,5,4,4,4,4,5,5,4,5,1,1,2,2,6,6,6,5,5,5,5,5,5,5,2,2,2,4,2,4,5,5,2,5,12.16666667,29.76666667,27.28333333
1943235945,26,2,1,1,5,4,3,6,5,3,3,2,6,5,4,6,6,6,6,6,5,6,6,6,5,6,4,4,4,5,5,4,4,1,1,2,23,2,1,2,1,5,4,4,4,5,3,4,4,2,5,5,4,4,5,5,5,5,6,4,6,6,4,4,4,4,5,4,5,4,2,2,2,1,3.5,29.64761905,30.11190476
1947914109,30,2,1,1,4,4,4,4,1,1,1,1,5,6,5,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,5,1,1,1,1,29,2,1,2,1,5,6,5,6,5,6,6,5,5,5,5,5,5,6,6,5,6,6,5,5,6,5,5,5,4,5,6,5,6,3,2,3,2,6.833333333,31.50714286,31.78333333
1990088762,26,2,1,2,5,3,5,4,1,2,1,2,5,5,5,4,6,6,6,6,5,5,5,5,3,2,2,2,4,5,3,5,1,1,1,1,30,5,1,1,1,5,4,4,4,4,2,2,5,2,4,4,4,4,2,3,2,4,5,4,5,5,4,5,2,4,4,5,5,4,2,2,2,2,5,25.89047619,27.23333333
1994837423,41,2,1,1,4,4,4,4,4,4,5,4,2,3,3,2,2,2,2,3,5,4,4,5,3,4,3,4,2,4,2,4,2,1,1,1,41,2,1,2,1,5,4,4,4,5,2,3,2,4,4,4,1,4,4,4,5,4,4,4,5,4,5,4,4,4,4,5,5,4,1,1,1,1,21.66666667,29.10952381,25.84761905
2001051890,51,2,1,1,4,2,4,3,1,1,2,1,4,4,2,4,5,5,5,4,5,4,5,4,5,4,3,4,4,4,4,3,1,1,1,1,49,2,1,2,1,5,3,3,3,3,3,4,4,2,4,4,3,4,4,4,3,4,5,5,5,4,4,4,4,4,4,4,4,4,3,1,3,3,26.08333333,18.12380952,20.97142857
2032818065,29,2,1,2,5,5,5,4,4,4,2,4,2,4,2,4,5,6,5,5,6,5,5,5,4,5,2,3,5,5,5,6,2,2,3,2,29,2,1,1,1,5,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,5,1,5,5,5,5,5,1,6,1,12.25,24.60238095,29.71428571
2050956243,31,2,1,2,5,5,5,6,1,1,1,1,6,6,4,6,4,4,4,6,5,5,5,4,1,1,1,4,1,5,3,4,1,1,1,1,37,2,1,1,1,5,3,4,4,3,4,4,2,3,4,4,4,3,4,3,4,3,4,4,3,4,3,3,3,2,5,3,4,3,3,3,3,4,6.5,17.78571429,13.8547619
2071250933,37,2,1,2,4,4,4,4,3,4,5,2,5,5,5,5,4,4,4,5,5,5,5,6,5,2,5,2,4,4,5,3,1,1,2,1,36,2,1,1,1,3,4,3,3,4,3,4,4,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,4,4,3,4,3,3,3,3,12.41666667,22.08809524,27.30714286
2099022430,22,2,1,1,5,5,5,5,3,3,5,3,4,4,4,4,6,6,6,5,6,5,6,5,6,5,5,5,4,5,5,5,4,2,5,5,21,2,1,2,1,5,5,5,5,5,3,3,2,2,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,2,2,2.416666667,29.16666667,25.33333333
2114950085,31,2,1,1,4,4,3,3,2,4,5,4,6,5,5,5,6,5,5,5,6,5,6,6,4,4,4,4,5,4,5,2,3,2,2,2,29,2,1,2,1,5,3,3,3,4,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,2,2,3,3.833333333,27.8547619,27.5
2175322027,58,2,1,1,4,5,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,5,5,5,2,2,3,2,59,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,31,27.6,29.68333333
2204547969,28,2,1,1,4,5,5,5,1,5,1,1,4,4,4,4,6,6,6,6,6,6,6,6,5,5,5,5,4,6,5,6,1,1,1,1,29,2,1,2,1,5,5,4,5,4,1,3,3,2,3,3,3,3,5,5,5,5,5,6,5,5,4,4,4,3,3,3,5,4,1,1,1,1,6.833333333,29.58095238,29.32142857
2227239414,36,2,1,2,4,4,4,4,1,3,1,1,2,2,2,2,3,2,2,3,4,4,4,4,2,1,1,2,5,4,4,4,3,1,3,2,31,2,1,1,1,5,2,2,2,2,1,1,1,1,4,4,4,2,1,2,1,2,5,4,5,5,1,2,1,2,4,2,4,1,1,1,4,2,36.16666667,12.67380952,14.56666667
2251623368,47,2,1,1,2,3,3,2,2,2,2,2,4,4,4,4,4,3,3,4,3,3,4,3,4,4,4,4,4,4,4,2,2,2,2,4,35,2,1,2,1,5,2,4,4,4,2,2,2,2,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,5,4,3,2,2,2,16.75,26.02142857,29.73333333
2266603699,34,2,1,2,4,4,4,5,4,4,6,4,6,5,5,5,5,6,5,6,5,6,5,5,4,5,4,4,4,6,4,4,4,5,5,4,30,2,1,1,1,5,4,4,3,4,2,2,2,2,4,4,1,2,4,3,3,3,4,2,2,3,5,3,3,3,2,2,2,4,5,5,3,2,5,19.42380952,21.37142857
2276401085,40,2,1,2,4,3,4,4,1,4,2,1,1,1,1,1,3,3,3,3,5,4,4,4,3,2,1,3,2,4,2,4,1,1,2,1,48,2,1,1,1,5,4,4,4,4,2,2,2,2,3,3,2,3,3,4,3,4,5,4,5,5,3,4,2,2,2,4,4,2,2,2,2,2,16.58333333,27.56190476,15.40238095
2318792566,27,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,26,2,1,2,1,5,5,5,6,6,4,5,5,6,4,4,6,6,6,6,5,5,6,6,6,5,3,5,5,5,5,6,6,6,2,3,2,6,2.5,32.13333333,29.76666667
2341009438,57,2,1,1,4,5,4,4,4,4,4,4,5,6,6,6,5,6,6,6,5,4,4,3,6,5,5,5,3,4,5,4,4,4,4,5,51,2,1,2,1,5,4,5,5,4,3,5,5,4,3,4,4,4,6,5,5,5,5,4,6,5,5,4,3,5,5,4,4,5,5,2,3,2,30.33333333,28.95714286,29.17142857
2401177436,31,2,1,2,6,6,6,6,1,4,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,1,5,2,1,1,1,32,2,1,1,1,5,6,5,4,5,1,4,1,1,5,6,4,5,6,6,6,5,6,6,6,6,5,6,6,5,6,6,6,6,1,1,1,1,8.083333333,32.16666667,29.23333333
2428663008,25,2,1,1,4,5,3,4,3,4,3,3,4,4,3,3,4,4,4,4,5,5,5,5,6,5,4,4,3,3,4,4,4,2,2,1,25,2,1,2,1,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,6.75,28.68333333,27.55
2480728549,33,2,1,1,6,6,6,6,1,1,1,1,5,4,3,5,6,6,6,6,5,5,2,5,5,5,5,5,5,5,2,4,1,1,1,1,33,2,1,2,1,5,5,2,5,4,1,1,1,1,5,5,4,5,6,6,6,6,5,6,5,3,2,1,2,2,5,6,4,5,1,1,1,1,15.58333333,30.04761905,28.78333333
2488084360,32,2,1,2,5,3,5,5,4,5,3,1,2,2,2,2,5,5,5,5,6,6,6,6,4,4,4,4,2,4,2,4,1,1,1,1,34,2,1,1,1,5,2,3,3,2,1,2,2,3,2,3,1,4,2,2,2,6,6,5,5,5,4,4,2,2,3,5,4,5,2,1,3,2,10.08333333,26.22619048,31.99047619
2513706669,54,2,1,2,5,4,6,5,1,1,3,1,4,4,4,4,6,6,5,6,6,6,6,5,4,4,4,3,4,5,4,4,2,2,1,1,51,2,1,1,1,5,4,4,4,5,3,3,3,2,2,2,2,2,5,5,5,5,5,4,5,5,4,4,3,4,4,4,4,4,3,2,3,3,3,30.69761905,28.80952381
2586929901,31,2,1,2,5,5,5,4,3,2,3,3,3,6,3,3,6,6,6,6,6,6,6,6,5,6,5,5,5,5,4,4,1,1,1,4,30,2,1,1,1,5,5,5,6,5,1,5,4,1,5,4,4,4,6,6,5,6,6,6,5,6,1,4,5,1,5,5,6,5,1,1,1,1,3.416666667,30.62142857,33
2622038891,55,2,1,1,5,4,4,4,4,5,3,3,5,4,4,5,6,6,5,5,5,5,5,5,4,4,3,4,4,5,3,4,3,3,3,3,52,2,1,2,1,5,4,4,4,4,2,4,4,3,4,5,4,4,5,5,5,5,5,5,5,5,4,3,3,3,2,4,3,3,2,3,2,2,6,27.13095238,27.96666667
2632507083,42,2,1,2,4,4,1,4,5,4,4,3,1,1,1,1,6,6,5,5,6,4,5,4,3,4,4,4,1,4,3,4,1,1,1,1,41,2,1,1,1,5,5,1,5,6,5,4,4,5,1,1,1,1,6,6,6,6,6,6,6,6,4,5,3,3,3,3,1,5,1,1,4,1,8.666666667,22.4547619,16.35238095
2647920627,29,2,1,1,3,3,4,2,2,3,3,3,4,2,2,2,3,2,2,2,4,3,2,3,3,3,2,2,4,2,4,3,3,2,2,2,31,2,1,2,1,5,3,1,4,3,4,2,3,2,1,1,1,1,2,1,2,1,1,2,3,2,2,1,1,2,1,1,2,4,2,1,6,2,11.5,16.74285714,18.98095238
2670425524,33,2,1,2,5,4,4,5,1,1,1,4,5,6,5,6,6,6,6,6,5,6,6,6,4,3,5,6,6,6,6,4,1,1,1,1,40,2,1,1,1,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,4,6,5,16,24.9952381,27.28095238
2698890632,39,2,1,1,5,4,5,4,2,3,2,2,5,5,4,5,5,5,5,5,5,5,5,5,3,3,3,2,4,3,3,3,4,1,1,2,40,2,1,2,1,5,6,6,6,6,3,3,5,2,6,6,4,6,6,6,6,6,6,6,6,6,5,5,3,3,6,6,6,5,1,1,1,1,0.75,30.12380952,29.83333333
2702605883,49,2,1,2,3,3,3,3,4,3,2,4,3,3,3,3,1,2,2,2,3,2,2,4,1,3,1,2,2,3,2,4,2,1,5,1,53,2,1,1,1,5,3,2,3,3,4,3,4,4,3,3,3,3,1,2,1,2,3,3,2,3,1,3,1,1,3,2,3,4,2,1,4,1,27.33333333,13.34047619,11.56190476
2721357633,38,2,1,1,5,4,4,4,1,1,2,1,6,5,6,6,3,4,4,6,6,6,6,6,4,4,3,3,4,5,4,3,1,1,1,1,30,2,1,2,1,5,5,4,4,4,1,1,1,1,5,5,4,4,3,4,4,5,5,6,5,5,5,6,4,5,4,4,3,3,1,1,1,1,5.166666667,26.79761905,28.26666667
2737013120,44,2,1,2,4,5,4,4,2,5,3,2,4,3,3,4,6,6,6,6,6,5,6,6,2,2,3,3,3,4,2,4,3,1,1,3,44,2,1,1,1,5,5,5,6,4,1,2,2,1,5,4,2,4,5,6,6,6,6,6,6,5,5,6,5,1,4,4,4,5,1,1,1,1,20.91666667,33,31.39761905
2760317849,54,2,1,2,4,4,4,5,4,4,4,4,3,2,2,3,5,4,5,4,5,5,4,4,5,5,4,4,4,4,5,4,3,2,5,4,54,4,1,1,1,5,4,5,4,5,5,4,4,5,3,3,2,2,5,5,5,5,5,5,4,5,4,4,4,4,4,5,5,5,4,2,5,4,35.5,25.34285714,25.10952381
2828134503,27,2,1,2,5,6,5,5,2,5,2,4,3,5,2,5,6,6,6,6,6,6,6,6,4,6,5,5,4,5,4,5,2,4,4,2,32,2,1,1,1,5,4,5,4,4,1,5,5,1,1,1,1,3,5,5,6,5,3,4,3,4,2,5,2,3,5,5,5,4,5,1,6,1,10.91666667,26.37142857,28.0452381
2924722929,47,2,1,2,3,3,3,3,4,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,3,5,4,3,6,5,6,3,3,3,2,3,53,2,1,1,1,5,5,4,4,5,4,5,5,4,5,6,5,5,6,6,6,6,5,5,5,5,5,5,5,4,4,5,4,4,3,4,2,2,4.166666667,29.63333333,31.6
2932039254,47,2,1,2,4,4,4,4,3,4,4,3,4,4,3,3,5,5,5,5,5,5,5,5,4,4,3,3,4,3,4,4,3,3,3,3,49,2,1,1,1,5,2,2,2,1,1,4,1,1,4,4,2,5,4,4,4,4,4,5,4,2,2,1,2,2,2,2,4,1,1,1,1,1,22,28.63333333,22.51428571
2933394381,33,2,1,1,5,5,5,5,3,4,3,2,3,4,3,3,6,6,6,6,6,6,6,6,6,6,5,4,5,5,3,4,4,3,3,5,29,2,1,2,1,5,6,5,4,4,1,6,3,2,4,3,3,2,6,6,6,6,6,6,6,6,3,6,4,4,4,4,4,4,1,1,1,4,6.75,31.43333333,31.18333333
2934362180,20,2,1,1,4,5,5,5,3,4,4,2,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,3,5,2,4,20,2,1,2,1,5,5,4,5,4,3,3,3,3,5,5,4,5,4,5,5,4,4,5,5,6,5,5,2,3,4,5,5,4,1,3,1,4,2.916666667,30.90714286,22.54047619
2943917999,28,2,1,1,4,3,4,3,1,2,5,2,5,5,5,5,6,6,6,5,6,6,5,5,5,6,5,4,2,3,2,5,2,2,1,2,27,2,1,2,1,5,5,4,5,4,2,1,1,1,3,4,4,4,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,2,1,1,1,1,6.166666667,28.68095238,29.58095238
2970241208,48,2,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,3,2,3,4,48,2,1,2,1,5,4,3,3,3,1,1,1,3,4,4,4,4,3,3,3,4,5,5,4,5,4,4,3,3,4,4,4,4,1,1,1,1,28.16666667,17.46904762,28.38333333
2994397404,39,2,1,1,3,4,3,3,1,3,4,2,4,5,5,5,6,6,6,5,5,5,5,5,5,4,3,5,5,5,5,5,2,2,2,2,31,2,1,2,1,5,4,2,2,2,2,2,2,2,4,5,4,4,6,6,6,5,5,5,5,5,4,4,4,4,5,4,4,4,3,1,1,2,6.75,28.54047619,27.70714286
3002254288,27,2,1,2,5,4,5,4,1,2,1,1,6,4,4,5,6,6,6,6,6,6,6,6,5,5,5,4,3,5,4,3,1,1,1,1,32,2,1,1,1,5,6,4,6,5,2,2,3,2,2,2,2,2,2,4,3,3,5,4,4,5,1,4,1,1,3,4,5,5,2,1,2,2,4.583333333,25.51428571,31.69047619
3009465562,53,2,1,2,4,4,5,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,2,3,54,2,1,1,1,5,5,4,5,6,5,5,5,5,6,5,5,5,5,6,5,5,6,5,6,5,5,6,6,6,5,5,5,5,5,4,4,4,24.83333333,32.6,29.36666667
3034390165,24,2,1,2,5,6,5,5,5,4,5,6,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,3,5,3,4,4,4,5,3,25,2,1,1,1,5,5,5,5,4,3,3,4,2,4,4,3,3,5,4,4,5,5,3,4,5,3,4,3,2,4,4,4,5,3,4,4,3,7.333333333,26.55952381,27.47619048
3078370098,20,2,1,2,4,5,4,5,4,4,4,4,5,4,4,4,6,6,6,6,6,6,6,6,5,4,4,4,4,4,3,5,3,3,1,2,20,2,1,1,1,5,3,2,3,3,2,4,4,2,5,4,6,4,6,6,6,6,5,5,3,5,4,5,2,2,4,2,4,2,3,1,1,4,2.583333333,29.59285714,29.63809524
3125311459,28,2,1,1,5,4,5,5,2,4,3,2,6,6,6,4,6,6,5,5,6,6,6,6,4,6,4,5,5,5,5,5,4,1,1,3,25,2,1,2,6,5,3,4,2,5,3,4,2,4,5,4,5,6,5,5,5,6,5,4,4,6,4,4,4,5,5,5,5,4,2,4,2,3,3,27.23571429,30.83333333
3155250725,52,2,1,1,4,4,4,3,4,4,4,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,56,2,1,2,1,5,5,4,4,4,3,5,4,3,6,6,6,6,5,5,5,4,6,5,5,5,5,4,5,5,4,4,5,4,1,2,2,2,15.58333333,28.26190476,27.30238095
3217467040,30,2,1,1,4,6,5,5,3,3,6,2,5,4,6,5,6,6,6,6,5,5,5,5,4,2,4,4,5,6,5,4,3,1,1,2,32,2,1,2,1,5,5,5,5,5,4,5,4,5,5,6,6,6,6,5,5,6,6,6,6,6,4,5,4,5,4,5,5,5,4,4,2,5,6.416666667,31.20714286,30.03809524
3234231931,57,2,1,2,5,5,4,5,4,3,1,6,3,4,4,4,6,6,6,6,6,5,6,6,5,6,5,5,2,4,2,2,1,1,1,1,59,2,1,1,1,5,4,3,4,3,3,2,3,4,3,3,2,2,3,3,3,3,4,3,4,3,3,3,2,3,3,3,2,4,3,3,4,3,11.16666667,21.4547619,31.95
3237629559,29,2,1,1,5,4,4,4,4,3,4,5,3,4,2,2,5,4,4,4,5,5,5,5,5,4,3,5,4,4,4,3,3,2,3,3,32,2,1,2,1,5,5,5,5,5,3,5,2,2,6,6,6,6,3,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,2,1,2,1,7.083333333,28.47619048,27.36666667
3258955683,35,2,1,1,5,4,4,4,3,6,5,5,6,6,5,6,6,6,5,6,6,6,6,5,6,6,4,5,6,5,5,6,3,5,3,5,38,2,1,2,1,5,3,4,2,2,2,2,3,2,6,6,6,6,6,6,5,6,6,6,6,5,6,5,4,2,5,4,4,2,2,6,2,6,13.25,27.76428571,26.67857143
3306449274,31,2,1,1,4,4,5,5,3,5,3,4,6,6,6,3,6,5,4,4,6,6,5,5,4,3,4,4,4,4,4,5,4,4,4,5,29,2,1,2,1,5,6,5,5,5,1,5,1,1,6,6,6,1,5,6,4,6,5,6,6,5,2,5,4,1,1,5,1,4,1,1,6,1,10,27.89047619,26.26190476
3384415020,35,2,1,1,5,4,4,5,2,4,1,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,5,5,2,1,3,32,2,1,2,1,5,5,5,4,6,5,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,6,5,5,5,5,6,5,10.66666667,30.25,32.8
3423382451,38,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,4,3,2,1,1,1,1,4,2,4,2,1,1,1,1,43,2,1,2,1,5,3,4,5,4,3,2,3,2,4,5,3,4,4,4,4,4,4,4,5,4,5,5,5,5,4,4,4,4,2,1,3,3,16,28.72380952,29.03809524
3458838605,22,2,1,2,5,5,4,4,1,2,3,2,4,4,2,4,4,4,4,5,5,4,5,4,5,5,4,5,3,4,3,5,2,5,3,1,22,2,1,1,1,5,5,5,5,4,3,4,3,3,3,4,2,3,4,5,5,4,5,5,5,5,4,4,3,4,3,3,4,4,2,1,2,1,4.25,27.25714286,30.46666667
3476980003,36,2,1,2,4,6,4,4,1,1,1,2,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,5,1,1,1,1,41,2,1,1,1,5,6,5,6,4,4,4,4,3,4,4,4,4,6,6,6,6,5,5,1,5,1,6,6,4,5,5,5,5,3,1,5,3,5.25,29.33809524,30.71190476
3545337362,36,2,1,2,3,3,4,3,4,4,4,1,4,5,2,4,6,6,6,6,4,4,5,5,5,5,5,6,3,3,4,3,1,1,1,1,37,2,1,1,1,5,4,5,4,4,4,2,4,3,4,4,1,4,5,5,5,5,4,4,4,4,5,3,4,4,4,4,4,4,2,1,4,2,16,31.74761905,31.76666667
3560258576,43,2,1,1,4,5,5,4,4,5,5,5,5,5,4,5,6,6,6,6,6,3,4,5,5,5,4,5,6,5,5,5,5,4,4,4,34,2,1,2,6,5,4,4,5,5,2,5,1,4,3,3,3,3,5,5,5,6,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,4,12.75,25.01666667,25.3
3588638032,47,2,1,2,6,5,5,5,4,5,6,4,3,4,3,3,4,4,4,4,4,4,5,5,4,5,4,4,4,5,4,5,3,3,6,2,48,2,1,1,1,5,5,3,4,4,2,3,3,2,3,4,2,3,3,4,3,5,5,4,5,5,4,3,4,4,4,4,3,3,3,2,5,1,22.5,26.4452381,14.41666667
3602784284,34,2,1,2,5,6,4,4,5,4,2,1,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,3,5,5,4,4,1,2,2,1,36,2,1,1,1,5,3,4,4,4,3,4,3,1,3,4,2,4,6,5,5,5,6,5,5,4,2,3,3,2,3,5,4,5,2,2,1,3,14.66666667,28.82619048,31.19047619
3617639253,40,2,1,2,4,4,5,4,4,4,4,3,5,4,2,3,6,6,6,6,6,6,6,6,6,6,6,4,4,5,2,2,1,1,1,1,45,2,1,1,1,5,3,4,3,3,3,3,3,2,5,5,6,5,6,6,6,6,4,4,4,4,4,4,3,4,3,3,4,3,2,2,1,1,15.66666667,32.69047619,32.71666667
3621044237,39,2,1,2,4,4,5,4,5,4,3,5,4,4,3,3,5,6,6,5,4,5,5,5,6,6,5,4,3,4,4,5,3,4,4,3,39,2,1,1,1,5,5,4,4,4,3,4,3,4,5,4,2,6,5,5,4,5,6,5,5,5,6,6,5,4,3,3,5,4,2,3,3,5,20.58333333,27.93571429,28.09761905
3635670362,38,2,1,2,5,4,5,5,2,2,3,2,4,4,3,4,5,6,5,6,6,6,6,6,3,4,3,4,3,5,2,3,1,4,1,1,34,2,1,1,1,5,2,3,2,3,1,1,1,1,1,1,1,1,6,6,6,6,2,2,6,5,5,5,5,4,5,4,1,1,2,1,1,1,4,28.08333333,30.30714286
3640024397,32,2,1,2,6,2,5,6,1,1,1,1,5,4,6,2,4,5,4,4,5,5,5,5,4,6,3,1,2,5,3,3,1,1,2,1,35,2,1,1,1,5,4,5,5,5,1,1,1,2,4,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,4,5,5,5,1,1,1,1,32.91666667,25.65,22.78571429
3651377266,30,2,1,1,4,4,5,5,5,4,5,5,6,5,6,6,6,6,6,5,5,6,5,5,5,5,4,5,4,4,4,4,4,2,3,2,30,2,1,2,1,5,4,4,3,4,2,4,5,2,5,6,4,5,5,5,5,5,5,4,4,4,2,4,4,3,5,5,5,5,6,3,3,5,13.75,26.60238095,27.63333333
3660138524,41,2,1,2,4,5,4,4,4,4,4,5,4,5,2,4,3,4,5,4,6,6,4,6,4,4,3,6,4,4,6,4,3,2,2,2,41,2,1,1,1,5,5,4,5,4,2,3,2,2,4,3,2,3,4,4,4,4,6,5,5,5,6,5,4,5,5,4,5,4,2,1,2,1,22.5,30.15238095,31.32857143
3675278321,32,2,1,1,5,4,5,4,1,2,2,2,6,5,4,5,6,4,6,6,5,5,4,4,3,5,4,4,3,5,5,5,3,2,2,2,32,2,1,2,1,5,4,4,4,4,1,3,1,1,5,6,5,5,3,4,4,3,5,5,5,4,4,4,4,3,5,5,5,5,4,1,1,1,10.33333333,29.70952381,25.52380952
3677889414,26,2,1,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,35,2,1,1,1,5,5,5,5,5,5,6,5,5,5,5,6,6,5,5,5,6,5,5,5,5,5,5,5,6,5,5,5,5,6,6,5,5,6.083333333,31.78333333,32.55
3692391825,40,2,1,1,4,4,4,4,3,5,5,3,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,5,5,5,6,1,2,2,4,37,2,1,2,1,5,4,4,4,5,4,4,5,4,6,5,6,6,4,5,5,6,5,5,5,5,6,6,5,5,6,5,5,5,2,2,4,5,1.166666667,28.25952381,24.53571429
3739753632,52,2,1,1,5,4,5,4,1,1,1,1,1,4,1,1,4,5,5,5,6,6,5,6,2,2,1,1,2,4,3,2,1,1,1,1,41,2,1,2,1,5,5,6,6,5,4,4,4,4,2,2,2,2,5,5,6,6,6,6,6,6,4,6,4,4,4,4,4,5,4,1,1,1,23.16666667,31.8,31.37142857
3757057282,33,2,1,2,5,5,4,4,3,3,2,2,4,4,2,4,6,6,6,6,5,5,5,5,3,4,4,4,2,3,4,4,2,2,1,1,34,2,1,1,1,5,2,3,2,3,2,3,2,2,3,2,2,4,6,5,5,5,5,5,5,5,2,4,3,4,2,2,2,3,1,1,2,1,8.166666667,27.17380952,28.65
3808218985,40,2,1,2,5,4,5,5,3,4,4,3,4,4,1,3,3,3,4,4,6,5,5,6,5,4,4,3,5,4,3,4,4,1,2,2,35,2,1,1,1,5,5,5,4,5,4,4,5,2,2,3,2,2,2,3,3,3,5,5,5,5,5,5,4,4,5,5,4,4,1,1,1,1,15.08333333,28.51666667,27.38095238
3816160797,30,2,1,1,4,4,5,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,31,2,1,2,1,5,5,5,5,4,4,4,5,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,3,3,4,4,9,24.41904762,25.54761905
3818537323,30,2,1,1,5,4,4,5,2,4,4,2,4,6,4,5,6,6,6,6,5,5,6,5,6,6,5,5,4,5,5,3,2,2,2,2,28,2,1,2,1,5,4,4,4,4,1,1,1,1,4,4,2,4,6,6,6,6,6,6,6,6,4,6,5,5,4,4,4,2,1,1,1,1,5,32.6,30.25714286
